BUSINESS NAME,BUSINESS OPEN DATE,BUSINESS STATUS,BUSINESS CLOSE DATE,NAICS CODE,NAICS CATEGORY,NAICS GROUP,FULL STREET NAME,CITY,STATE,LATITUDE,LONGITUDE
MARY JENNIFER SANTORO,03/21/1996,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),CROSSBOW DR,BATON ROUGE,LA,-91.006496598489,30.452163709935
T & L FOREST PRODUCTS INC,01/02/1991,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),CLOVERLAND AVE,BATON ROUGE,LA,-91.054681553644,30.393946203903
ROGERS MANUFACTURING CORP,11/01/1982,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),S HARRELL'S FERRY RD,BATON ROUGE,LA,-91.051719186398,30.430111047254
ROGERS MANUFACTURING CORP,11/01/1982,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),JUSTICE AVE,BATON ROUGE,LA,-91.048804181364,30.423867584154
R C & C L VALLUZZO,12/15/1969,C,04/09/2018,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.142201363165,30.416336582846
REBEL HEATING & AIR COND INC,07/01/1976,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),MAMMOTH AVE,BATON ROUGE,LA,-91.0711647497,30.479204542786
RABENHORST LIFE INS COM,01/01/1995,O,,524000,Insurance Carriers & Related Activities,FINANCE & INSURANCE,GOVERNMENT ST,BATON ROUGE,LA,-91.181800527112,30.443761976649
PROFESSIONAL SEWER REHAB INC,09/06/1996,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),STRAIN RD,BATON ROUGE,LA,-91.005525659215,30.456811558368
CHESTEEN & ASSOCIATES LLC,01/01/1997,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",QUAIL RUN DR,BATON ROUGE,LA,-91.126536110143,30.405762749753
AIR NU OF BATON ROUGE LLC,12/15/1995,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.055163154546,30.387103299328
ST LUKES EPISCOPAL CHURCH,10/02/1982,O,,611000,Educational Services,EDUCATIONAL SERVICES (I),GOODWOOD BLVD,BATON ROUGE,LA,-91.092475490273,30.443546077658
YOUNG FASHIONS INC,06/01/1959,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),COURSEY BLVD,BATON ROUGE,LA,-91.056890247436,30.414691333594
MA PETITE INC,07/04/1984,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),CITIPLACE CT,BATON ROUGE,LA,-91.129348904911,30.423890135135
BURRIS MCKEY AND OBRIEN,07/01/1991,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",BROOKLINE AVE,BATON ROUGE,LA,-91.081227205973,30.428005115347
C R C INC OF LOUISIANA,03/20/1973,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),DARRYL DR,BATON ROUGE,LA,-91.053063217572,30.470806652577
ZEPHINKY PUBLISHING LLC,02/17/2018,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S RIVER OAKS DR,BATON ROUGE,LA,-91.086842631225,30.4488204245
ELVIN STERLING,05/18/1995,O,,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),SCENIC HWY,BATON ROUGE,LA,-91.211384971877,30.578242049321
BARRY E WAGUESPACK,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",LOUISIANA AVE,BATON ROUGE,LA,-91.184228893053,30.4451193703
ROOSEVELT LEBLANC,08/14/1975,O,,811000,Repair & Maintenance,OTHER SERVICES (I),N 38TH ST,BATON ROUGE,LA,-91.152729414505,30.469123265569
STEWART LOGAN,02/06/1997,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),E ROCK BRIDGE AVE,BATON ROUGE,LA,-90.994111343353,30.403829623903
THOMAS   VERNELL,05/20/1985,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),W BALBOA DR,BATON ROUGE,LA,-91.109325237555,30.383836400941
BATON ROUGE DUPLICATING PRODUCTS INC,10/01/1958,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),COURSEY BLVD,BATON ROUGE,LA,-91.059380557898,30.415423317851
MEB CULINARY INC,01/01/1996,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),RICHARDS DR,BATON ROUGE,LA,-91.117713528853,30.420123629034
SCOTT ULMER,01/13/1998,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),TUPELLO ST,BATON ROUGE,LA,-91.140993531582,30.413578968846
BOCAGE SUPERMARKET LLC,07/01/1996,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.107558393139,30.429775865217
BOCAGE SUPERMARKET LLC,07/01/1996,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.107558393139,30.429775865217
T SHIRT TERRITORY INC,01/18/1993,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),MAMMOTH AVE,BATON ROUGE,LA,-91.079385874986,30.473737689557
MENARD ELECTRONICS INC,09/11/1974,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),CHOCTAW DR,BATON ROUGE,LA,-91.125659806332,30.471238016734
PUBLIC SYSTEMS ASSOCIATES INC,01/01/1988,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S ACADIAN THWY,BATON ROUGE,LA,-91.150846385078,30.422563912438
WESLEY CONSTRUCTION CO INC,01/01/1988,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),W PINEY POINT AVE,BATON ROUGE,LA,-90.980084123254,30.405789996452
RJR PROPERTIES,12/12/1989,C,08/30/1999,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.078360276308,30.426768590508
LA BUBBLE TEA INC,01/01/2018,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.059672132938,30.457992414826
ELITE EYEWEAR INC,09/08/1992,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),NORTH BLVD,BATON ROUGE,LA,-91.14031728727,30.448281903043
LARRY K SULLIVAN,10/05/1989,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",COURSEY BLVD,BATON ROUGE,LA,-91.040625255695,30.411137476279
ACE STORAGE INC,07/01/1991,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),S RIVER RD,BATON ROUGE,LA,-91.190284155557,30.430423720636
LEE & WALSH,02/23/1988,C,04/08/2016,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",MAXIMILIAN ST,BATON ROUGE,LA,-91.181188881251,30.445214674874
PERSAC PROPERTIES INC,01/02/1997,O,,531000,Real Estate,FINANCE & INSURANCE,ONE PERKINS PLACE DR,BATON ROUGE,LA,-91.115216782614,30.399387443658
W.C. MONROE & ASSOCIATES  INC,11/07/1996,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PENNYWOOD AVE,BATON ROUGE,LA,-91.055384040048,30.392499722583
RALPH CUNNINGHAM,01/01/1988,C,08/04/2015,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",NORTH BLVD,BATON ROUGE,LA,-91.156335092427,30.448321151384
WATTS SEELING INC,10/01/1998,O,,611000,Educational Services,EDUCATIONAL SERVICES (I),N HARRELL'S FERRY RD,BATON ROUGE,LA,-91.065240000105,30.432901478742
GMFS LLC,05/03/1999,O,,521000,Monetary Authorities,FINANCE & INSURANCE,FLORIDA BLVD,BATON ROUGE,LA,-91.113804868026,30.453937920312
GMFS LLC,05/03/1999,O,,521000,Monetary Authorities,FINANCE & INSURANCE,DURHAM PL,BATON ROUGE,LA,-91.050271551026,30.412269867562
TOWER CREDIT INC,05/01/1990,O,,521000,Monetary Authorities,FINANCE & INSURANCE,FLORIDA BLVD,BATON ROUGE,LA,-91.150379392931,30.450198964761
ROBERT R GRAY,01/02/1993,O,,521000,Monetary Authorities,FINANCE & INSURANCE,S DONMOOR AVE,BATON ROUGE,LA,-91.118603689321,30.447308649372
GERALDINE  LUNDY,11/10/1992,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),NORTH BLVD,BATON ROUGE,LA,-91.144166245714,30.448302103176
MIKE LORIO,01/01/1984,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),BARINGER RD,BATON ROUGE,LA,-91.017492937007,30.380755766547
ROSS AND PETNTEL INC,07/01/1966,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",N HARRELL'S FERRY RD,BATON ROUGE,LA,-91.063252258949,30.433743210256
MELVIN J CHAMBERS JR,01/01/1996,O,,521000,Monetary Authorities,FINANCE & INSURANCE,BRUTUS DR,BATON ROUGE,LA,-91.006031919347,30.453235869013
G R STUCKER & ASSOCIATES INC,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",JUSTICE AVE,BATON ROUGE,LA,-91.047045809321,30.423878516125
G R STUCKER & ASSOCIATES INC,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PLAZA TOWER DR,BATON ROUGE,LA,-91.050239134752,30.418538759502
CKPHOTOGRAPHYBR LLC,07/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),E CONTOUR DR,BATON ROUGE,LA,-91.08810221595,30.43055913695
KLEINPETER MUSIC LLC,01/01/1999,O,,424000,"Merchant Wholesalers, Nondurable Goods",WHOLESALE TRADE (F),RUE TOULOUSE,BATON ROUGE,LA,-91.172473230879,30.404943179463
DIXIE MAID DRIVE INN,03/01/1995,C,12/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),MC CLELLAND DR,BATON ROUGE,LA,-91.135199189197,30.494156416448
DIXIE MAID DRIVE INN,03/01/1995,C,12/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),MC CLELLAND DR,BATON ROUGE,LA,-91.135199189197,30.494156416448
ENERGY RESOURCE DEVELOPMENT INC,01/01/1988,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),POINT O' WOODS CT,BATON ROUGE,LA,-91.012525692871,30.348124128108
QUEST DIAGNOSTICS CLINICAL LAB,11/01/1994,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PERKINS RD,BATON ROUGE,LA,-91.107226674337,30.394003296829
SONS WATCH & JEWELRY REPAIR IN,07/01/1995,O,,811000,Repair & Maintenance,OTHER SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.144445280274,30.444674138529
CLIFTON RAY EDWARDS,07/01/1999,O,,811000,Repair & Maintenance,OTHER SERVICES (I),SCENIC HWY,BATON ROUGE,LA,-91.168619602521,30.472536369522
LAUNDER MART INC,08/10/1992,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.090475400574,30.375565720978
MITCHELL YOUNG JR,03/01/1980,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),ANITA AVE,BATON ROUGE,LA,-91.121882715863,30.475451060429
FRANK TOMENY III,08/01/1990,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PERKINS RD,BATON ROUGE,LA,-91.119878942999,30.403252909443
GEORGE T HOGAN INC,11/01/1983,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SAINT LOUIS ST,BATON ROUGE,LA,-91.187495316351,30.43986727237
PEGGY  WESTERMAN,04/15/1993,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),JEFFERSON HWY,BATON ROUGE,LA,-91.100417132409,30.421551482633
PERSIAN RUG GALLERY INC,02/15/1997,O,,442000,Furniture & Home Furnishing Stores,RETAIL TRADE (G),BLUEBONNET BLVD,BATON ROUGE,LA,-91.104018811461,30.365876026424
RICHARD H CAPPO CONSTRUCT INC,09/14/1998,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),PLAZA TOWER DR,BATON ROUGE,LA,-91.05038418368,30.418150347406
PHILLIP N  MARTINA,01/01/1994,O,,811000,Repair & Maintenance,OTHER SERVICES (I),NICHOLSON DR,BATON ROUGE,LA,-91.187271552969,30.432678196226
CAROLYN PONDER ELLENDER,01/01/1997,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",THIBODEAUX AVE,BATON ROUGE,LA,-91.113371158815,30.434729622578
BOUSHEHRI ABDOULHOSSEIN,01/01/1994,O,,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.020938866458,30.464149144489
BOUSHEHRI ABDOULHOSSEIN,01/01/1994,O,,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.021283076365,30.464302227585
LION ENVIRONMENTAL LLC,01/01/2020,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.022444528019,30.377873233913
STAR SERVICE INC OF BATON ROUGE,05/01/1983,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),N ACADIAN THWY,BATON ROUGE,LA,-91.155032268441,30.452953258264
ASSAF SIMONEAUX TAUZIN & ASSOC,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",KELWOOD AVE,BATON ROUGE,LA,-91.098455048087,30.447802029767
GOLDEN NEEDLE,03/16/1994,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),COURSEY BLVD,BATON ROUGE,LA,-91.048053931048,30.411387187618
GOLDEN NEEDLE,03/16/1994,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.123601468428,30.370245629473
RENE O'DARIA RANDLE,09/01/1996,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.082831562965,30.454469194794
WILLIAM J DUBOIS,05/15/1990,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.059666735953,30.458231520211
KANESHIA THOMAS CHEATHAM,07/16/2020,O,,454100,Internet Sales Only,RETAIL TRADE (G),DEBRA DR,BATON ROUGE,LA,-91.156265922429,30.599032958648
BILLY HEROMANS FLOWERLAND INC,12/12/1985,C,06/30/2022,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.161961359975,30.431446001459
BILLY HEROMANS FLOWERLAND INC,12/12/1985,C,06/30/2022,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),N HARRELL'S FERRY RD,BATON ROUGE,LA,-91.064392516893,30.433349581393
BILLY HEROMANS FLOWERLAND INC,12/12/1985,C,06/30/2022,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.161961359975,30.431446001459
RUSSELL B TURNER,04/01/1985,O,,444000,Building Material & Garden Equip & Supplies Dealer,RETAIL TRADE (G),GOVERNMENT ST,BATON ROUGE,LA,-91.173280472473,30.443552840861
MICHAEL M HOLLEY,03/01/1971,C,09/30/2016,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),WOODDALE BLVD,BATON ROUGE,LA,-91.104176961953,30.452751795901
JOHN MOUTON,12/01/1992,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S CHOCTAW DR,BATON ROUGE,LA,-91.041122734505,30.4728031975
FRANK DICKINSON III,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",WESTFORK DR,BATON ROUGE,LA,-91.05438245342,30.421774136438
NEUROPSYCHOLOGY CTR OF LA LLC,08/01/1998,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),BLUEBONNET BLVD,BATON ROUGE,LA,-91.080297948632,30.406037488506
BOUDREAUXS II INC,01/01/1989,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.160710869077,30.444207063271
RISE HIGH AUTO REPAIR,01/08/2017,C,01/08/2017,811000,Repair & Maintenance,OTHER SERVICES (I),RENOIR AVE,BATON ROUGE,LA,-91.124999404937,30.461103839359
RENITA MCBATH SPEARS,09/29/1998,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.067716090062,30.412564429194
BECKY  PERNA,04/15/1994,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.056649813726,30.42761709191
WELDING TESTING LABORATORY,12/15/1988,O,,443000,Electronic & Appliance Stores,RETAIL TRADE (G),SCENIC HWY,BATON ROUGE,LA,-91.169126373464,30.488737475805
TAYLOR CAFFERY,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",CORPORATE BLVD,BATON ROUGE,LA,-91.134239098595,30.424479500968
HAROLD R MCGEHEE,07/01/1973,O,,326000,Plastics & Rubber Product Manufacturing,MANUFACTURING (D),MADRID AVE,BATON ROUGE,LA,-91.101168281314,30.474490018379
SHOBE & ASSOC INC,02/23/1988,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),YMCA PLAZA DR,BATON ROUGE,LA,-91.077578335127,30.371852509028
ALLRITE ELECTRIC  INC,09/01/1973,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),W EL CAJON DR,BATON ROUGE,LA,-91.099432169615,30.468928636713
THERESA M GOMEZ,06/01/1992,O,,624000,Social Assistance,HEALTH CARE & SOCIAL ASSISTANCE (I),STUMBERG LN,BATON ROUGE,LA,-91.037868516157,30.406339468836
RYDER TRUCK RENTAL INC,05/16/1960,O,,532000,Rental & Leasing Services,FINANCE & INSURANCE,AIRLINE HWY,BATON ROUGE,LA,-91.069271981088,30.414230449533
GENTRY CAPITAL MANAGEMENT INC,01/01/1990,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052742439826,30.418105724939
BNB HOSPITALITY LLC,01/22/1979,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),CONSTITUTION AVE,BATON ROUGE,LA,-91.134516338357,30.421799549243
MU KUONG DICKERSON,08/01/1996,C,07/31/2016,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),DUPLANTIER BLVD,BATON ROUGE,LA,-91.163640396168,30.398057746417
BREAZEALE SACHSE & WILSON  LLP,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",MAIN ST,BATON ROUGE,LA,-91.18748999365,30.451948432494
CITIZENS BANK & TRUST CO,01/01/1992,O,,521000,Monetary Authorities,FINANCE & INSURANCE,O'NEAL LN,BATON ROUGE,LA,-91.008963818436,30.408740520309
CITIZENS BANK & TRUST CO,01/01/1992,O,,521000,Monetary Authorities,FINANCE & INSURANCE,JEFFERSON HWY,BATON ROUGE,LA,-91.108707032935,30.429558806114
DICHIARA CREATIVE LLC,05/04/1999,O,,424000,"Merchant Wholesalers, Nondurable Goods",WHOLESALE TRADE (F),LEXHAM GARDENS AVE,BATON ROUGE,LA,-91.060503810652,30.358461939099
AAA RENT ALL #1 WITH 6,07/07/1981,O,,532000,Rental & Leasing Services,FINANCE & INSURANCE,AIRLINE HWY,BATON ROUGE,LA,-91.054753397408,30.400554643037
SAMERA L ABIDE,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PERKINS RD,BATON ROUGE,LA,-91.089934692246,30.3749876746
ROBERT L COURTNEY,01/02/1996,O,,551000,Management of Companies & Enterprises,MANAGEMENT OF COMPANIES & ENTERPRISES (I),SAINT CHARLES ST,BATON ROUGE,LA,-91.185130552745,30.442273760081
BRUCE A  KAFFENBERGER,01/01/1996,O,,518000,Portals & Data Processing Services,SERVICES,AVALON AVE,BATON ROUGE,LA,-91.021923861639,30.446750072528
TRAVELERS INDEMNITY COMPANY,04/01/1997,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),CORPORATE BLVD,BATON ROUGE,LA,-91.133322841135,30.425393319985
CRAIG A VITRANO,01/01/1988,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),BURDEN LN,BATON ROUGE,LA,-91.120330226474,30.410326488718
THOMAS TINT & TRIM,01/02/1999,O,,811000,Repair & Maintenance,OTHER SERVICES (I),INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.051803653937,30.385052989012
SUPERIOR SERVICES & SUPPLY LLC,05/10/1996,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),INNISWOLD RD,BATON ROUGE,LA,-91.076585312771,30.410145286151
MESTIZO INC,03/01/1999,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S ACADIAN THWY,BATON ROUGE,LA,-91.150134633199,30.425609368361
CHRIS W  CHUSTZ,04/01/1993,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),BONN DR,BATON ROUGE,LA,-91.040454393594,30.415004678299
ACADIAN FOOD MART INC,12/15/1992,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N ACADIAN THWY W,BATON ROUGE,LA,-91.156632110656,30.468159594363
ACADIAN FOOD MART INC,12/15/1992,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N ACADIAN THWY W,BATON ROUGE,LA,-91.156632110656,30.468159594363
ACADIAN FOOD MART INC,12/15/1992,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N ACADIAN THWY W,BATON ROUGE,LA,-91.156632110656,30.468159594363
PHARMACEUTICAL SPECIALTIES LLC,03/03/1997,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",ESSEN LN,BATON ROUGE,LA,-91.104472655957,30.399912029965
AUTO ZONE STORES INC,09/08/1995,O,,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.143988351414,30.417100515015
INDUSTRIAL PLASTICS & MACH INC,11/01/1979,O,,326000,Plastics & Rubber Product Manufacturing,MANUFACTURING (D),S CHOCTAW DR,BATON ROUGE,LA,-91.120621836968,30.470228213006
CENTRAL POOLS INC,04/01/1987,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),GREENWELL SPRINGS RD,BATON ROUGE,LA,-91.046198409381,30.500776484827
CHINA EXPRESS INC,04/03/1978,C,12/31/2010,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),COURSEY BLVD,BATON ROUGE,LA,-91.049426753995,30.410813812599
MOBERLY'S FOREIGN CAR REPAIR SERVICE LLC,05/04/1998,O,,811000,Repair & Maintenance,OTHER SERVICES (I),THEODOSIA DR,BATON ROUGE,LA,-91.083027472068,30.425772812353
J L B ENTERPRISES INC,03/01/1997,C,09/30/2009,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.109237698107,30.433646155863
BENECOM COMPUTER CO INC,09/01/2018,C,08/01/2023,518000,Portals & Data Processing Services,SERVICES,S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052048724215,30.419627024818
BENECOM COMPUTER CO INC,09/01/2018,C,08/01/2023,518000,Portals & Data Processing Services,SERVICES,INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.044076114843,30.383193597262
DIXON REALTY INC,01/01/1990,O,,531000,Real Estate,FINANCE & INSURANCE,S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.050364030861,30.420989332955
PETRA ENERGY CORP,01/01/1988,O,,324000,Petroleum & Coal Products Manufacturing,MANUFACTURING (D),3RD ST,BATON ROUGE,LA,-91.188390762257,30.450021090865
CENTAUR RECORDS INC,10/24/1997,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),SAINT JOSEPH ST,BATON ROUGE,LA,-91.182840648111,30.446569555052
MICHAEL FRANKLIN,01/01/1988,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),LANIER DR,BATON ROUGE,LA,-91.108569169493,30.511263341849
JIM PENEGUY,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",JEFFERSON HWY,BATON ROUGE,LA,-91.004481658536,30.364144441162
SO CHILL PRODUCTS LLC,08/20/2019,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),W AUGUSTA DR,BATON ROUGE,LA,-91.026404569197,30.332453684544
TIPTON ASSOCIATES A PROFESSIONAL ARCHITECTURAL COR,09/29/1995,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",WESTMORELAND DR,BATON ROUGE,LA,-91.153550974185,30.44474686549
ELLIS ENVIROMENTAL CONSLTS LLC,04/17/1996,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S CHOCTAW DR,BATON ROUGE,LA,-91.054091467058,30.47224558934
KLEINPETER AND KLEINPETER,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",OLD HAMMOND HWY,BATON ROUGE,LA,-91.107534625669,30.430459700355
EDWARD P SUTHERLAND,01/01/1991,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",NAPOLEON ST,BATON ROUGE,LA,-91.184074077338,30.446264854746
VANCE CONSTRUCTION CO INC,01/01/1990,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),CRATER LAKE DR,BATON ROUGE,LA,-91.087080078648,30.474821271897
ROGER S DENSON,03/11/1987,C,12/31/2022,532000,Rental & Leasing Services,FINANCE & INSURANCE,S CHOCTAW DR,BATON ROUGE,LA,-91.086525213451,30.471207763004
THE TOOL SHED INC,11/10/1986,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),WOODDALE CT,BATON ROUGE,LA,-91.11189312185,30.466202033051
WALGREEN LOUISIANACO INC,09/20/1993,O,,446000,Health & Personal Care Stores,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.05878154061,30.459245475185
WALGREEN LOUISIANACO INC,09/20/1993,O,,446000,Health & Personal Care Stores,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.05878154061,30.459245475185
WALK HILL CORP,01/12/1984,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),SPYGLASS HILL DR,BATON ROUGE,LA,-91.008924609031,30.343312109376
COMMERCE TITLE & ABSTRACT CO,01/01/1995,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052384423101,30.417106154908
